copy1	copy2	ID.1	ID.2	TEconsensus.1	TEconsensus.2	species.1	species.2	superfamily	mrca	divTime	pID	length	qStart	qEnd	sStart	sEnd	ka	ks	length.aa	community	hitGroup	independent	subClass	newName
GCA_015478945.1-JABUQX010035556.1-995-2852-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	88352	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.801	1783	86	1857	1799	57	0.118338062219328	0.206782553550598	1377	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010108141.1-9207-11048-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	85460	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.758	1778	1	1756	57	1799	0.117334325037638	0.199302238031903	882	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010118105.1-217-2009-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	93448	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.758	1778	48	1788	1806	52	0.1171518397617	0.205413778606179	759	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010056895.1-53921-55624-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	89573	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.674	1703	1	1697	1772	95	0.123207678921696	0.192281502876096	837	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010049792.1-24893-26603-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	83138	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.652	1681	53	1710	1799	168	0.0817913582658249	0.23997732242062	642	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010018134.1-46820-48566-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	94093	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.652	1694	43	1653	130	1799	0.0729059211354371	0.172687625172315	1287	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010133487.1-10021-11872-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	94228	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.628	1776	110	1851	1799	57	0.114541443258359	0.215199932465326	1272	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010131100.1-15661-17493-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	85045	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.494	1780	16	1772	52	1797	0.12355960415367	0.235991685395	1035	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010047487.1-4053-5924-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	88075	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.49	1786	1	1769	57	1799	0.09387237139724	0.245086782361524	834	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010006994.1-23371-25182-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	90059	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.487	1863	2	1811	1891	57	0.0996872055538722	0.170296692743298	1179	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010076513.1-29415-31222-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	84040	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.424	1772	11	1757	71	1799	0.0927090858659898	0.221635064995882	1173	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010001923.1-30826-32630-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	91612	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.273	1774	1	1746	57	1799	0.117514439922922	0.193388797440176	930	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010141104.1-9240-11000-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	99376	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.186	1739	7	1701	95	1799	0.111250341706054	0.202570740591018	879	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010136182.1-19517-21297-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	99360	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.139	1778	60	1774	1799	52	0.100985526820439	0.180718349512381	1290	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010005077.1-9831-11582-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	80972	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.082	1759	8	1739	106	1799	0.0985231926136601	0.189769051891987	849	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010149394.1-1247-3017-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	96257	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.077	1771	54	1770	1799	57	0.0975601620037823	0.207807983857542	861	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010081482.1-24624-26329-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	100789	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.951	1701	11	1689	1	1671	0.112137994643538	0.182420414063722	927	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010013735.1-4109-6026-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	88624	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.945	1825	33	1817	4	1799	0.0935816596173456	0.246142065319011	807	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010010621.1-21873-23649-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	154569	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.938	1818	8	1742	107	1892	0.0791530842997578	0.20430128981115	1056	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010062605.1-52470-54270-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	91145	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.911	1790	43	1800	1799	57	0.104562545099681	0.253713289241583	810	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010038511.1-8311-10048-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	99136	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.895	1751	28	1737	1892	169	0.103655891843239	0.240029089606657	768	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010094120.1-11784-13528-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	323365	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.84	1776	1	1744	1778	57	0.0990638770475883	0.171742133747992	1254	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010090462.1-39175-40986-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	86014	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.802	1741	1	1717	87	1799	0.118626483861876	0.253790826513819	1377	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010003304.1-27490-29274-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	97811	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.798	1759	60	1784	1789	57	0.123570868793785	0.233770015427755	1359	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010008562.1-28786-30644-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	97926	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.769	1799	89	1858	1799	57	0.112216794158638	0.180381199814588	912	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010130158.1-24670-26636-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	95453	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.744	1784	97	1844	1799	52	0.117646528593826	0.174958814417808	843	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010028137.1-6526-8310-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	87510	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.738	1771	1	1737	57	1799	0.119459915651542	0.226482731192202	1308	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010010601.1-35155-36890-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	95936	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.552	1751	38	1735	1799	85	0.116589032176659	0.220991646878683	1242	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010024718.1-29906-31685-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	89701	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.534	1743	40	1772	1799	81	0.133935208116671	0.274797214931531	1326	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010010120.1-56241-58018-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	97145	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.533	1749	60	1771	1799	95	0.0946488489488267	0.266052229547188	627	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010002901.1-21902-23680-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	99820	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.531	1773	60	1778	1799	57	0.105687325747767	0.200785970842466	1260	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010006653.1-32383-34190-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	103889	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.484	1768	58	1801	1799	95	0.0996809138420397	0.225535219343662	936	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010043306.1-19694-21495-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	90425	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.478	1840	24	1801	1892	87	0.0801570851358913	0.166819125968489	990	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010134042.1-45761-47579-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	158751	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.418	1773	17	1758	52	1788	0.106959725699068	0.190603012016142	885	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010066412.1-45302-47074-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	100477	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.41	1742	1	1678	87	1799	0.098804897882656	0.197578345541236	1077	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010119333.1-42543-44412-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	93232	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.359	1917	10	1846	4	1892	0.0843197994294423	0.155237758672635	912	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010106138.1-10772-12666-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	104101	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.342	1825	94	1865	1799	1	0.11037564337876	0.215102825184338	852	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010069378.1-40890-42797-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	97144	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.305	1761	102	1802	52	1788	0.122060106736146	0.209526247092845	1131	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010021967.1-52862-54655-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	97817	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.277	1776	1	1737	57	1799	0.113489602762823	0.25509219105237	828	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010144129.1-15682-17544-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	114637	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.254	1893	1	1839	57	1892	0.088911945134581	0.211497969259738	924	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010030542.1-20789-22585-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	85885	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.239	1772	1	1748	57	1799	0.129463635983368	0.213873434693967	1206	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010109250.1-6180-8146-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	92525	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.239	1772	91	1852	1799	54	0.14778037007564	0.240343451714178	780	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010057793.1-5287-6963-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	319526	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.184	1677	60	1676	1799	147	0.108863961599643	0.206923230115443	1122	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010079045.1-61090-62871-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	96924	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.155	1775	60	1781	1799	57	0.112109658553254	0.192479812488917	1329	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010127126.1-2384-4168-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	89029	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.154	1769	14	1725	71	1799	0.114103215168875	0.210374269175009	945	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010074450.1-9919-11690-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	91831	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.107	1770	1	1712	57	1799	0.10908572972126	0.220400868250724	1002	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010116255.1-4382-6206-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	95300	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.071	1778	60	1822	1799	76	0.118634716729484	0.278840830303805	1083	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010139837.1-14627-16455-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	87789	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.978	1780	1	1735	57	1799	0.132642573950943	0.181621869128574	1029	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010130861.1-24728-26509-C-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	86043	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.951	1701	87	1773	1799	180	0.129965135909849	0.248789560615675	750	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010045253.1-10793-12529-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	103801	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.944	1583	128	1690	245	1799	0.137721484106838	0.254493687162799	879	1	1	FALSE	DNA	CMC-Chapaev-3
GCA_015478945.1-JABUQX010078374.1-7302-8968-+-Armadillidium_vulgare:rnd-4_family-653	GCA_018994145.1-CM032245.1-253166209-253168104-+-Armadillidium_vulgare:rnd-4_family-653	104655	1438599	Armadillidium_vulgare:rnd-4_family-653	Armadillidium_vulgare:rnd-4_family-653	Trachelipus_rathkii	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.923	1704	7	1666	106	1779	0.107660347812057	0.229604741105936	927	1	1	FALSE	DNA	CMC-Chapaev-3
